LTTRY_PROJ_NO,TOTAL_HH_INCOME,HH_SIZE,TOTAL_HH_INCOME_count,HH_SIZE_count,TOTAL_HH_INCOME_max,HH_SIZE_max,TOTAL_HH_INCOME_min,HH_SIZE_min
383,34954.567076783875,2.0303427338819207,59674,62585,19699680.0,10,0.0,1
384,37862.66702701946,1.8701720135078093,72873,75808,19699680.0,10,0.0,1
385,34033.21794531964,1.9610638505915714,49195,51135,22902000.0,10,0.0,1
386,38888.494902246406,1.9253391005900469,81736,85078,22902000.0,10,0.0,1
387,35205.387428223075,1.761036507740955,23789,24351,3782896.0,9,0.0,1
388,34890.87875414053,2.025101714617844,52831,55056,4578054.0,10,0.0,1
389,36870.97296438056,2.0676270962131094,51208,52893,5550870.0,10,0.0,1
390,37625.101149199036,2.0510420212564773,50818,52878,5550870.0,10,0.0,1
391,37783.25941803087,1.914931104585498,21685,22135,3708400.0,10,0.0,1
392,37915.37990819691,1.8863352521496963,67318,69661,4600044.0,10,0.0,1
393,36421.2141550605,1.8480427046263346,22043,22480,4600044.0,10,0.0,1
394,37100.96394279308,2.001061765459671,26745,27313,3708400.0,10,0.0,1
395,36808.85804215834,1.9273367903204361,29318,30084,4600044.0,10,0.0,1
396,41264.409751872896,1.8560749294627534,33370,34379,19699680.0,10,0.0,1
397,35972.43042126148,1.8741398377979848,31738,32552,5200000.0,10,0.0,1
399,34813.88628937901,1.9986342780855342,62057,65167,5200000.0,10,0.0,1
400,37346.17251722557,1.869441752799311,71841,74304,5200000.0,10,0.0,1
401,37706.192899437825,1.849431943769064,86772,90484,19699680.0,10,0.0,1
402,37591.83602670188,1.8491613123329733,84713,87935,4982302.0,10,0.0,1
403,36558.562231333424,1.7889865370231863,31219,32088,4600044.0,9,0.0,1
406,37233.5219742652,1.7450907926183261,39402,40587,5967052.0,10,0.0,1
407,35058.56024389519,2.0479801206957755,66832,70425,19699680.0,10,0.0,1
408,39446.98885067087,1.914116065426843,86085,89260,19699680.0,10,0.0,1
412,38497.68689091656,1.9635218537401544,61375,63353,19699680.0,11,0.0,1
413,37982.916371874584,1.88036051952354,69631,72451,19699680.0,10,0.0,1
414,38505.039976943204,1.9178399472199217,68960,71239,19699680.0,10,0.0,1
415,34807.091627189715,2.0551501543643,61935,64134,19699680.0,10,0.0,1
416,36262.56486480852,2.0684300742782242,57511,59506,19699680.0,10,0.0,1
417,37025.46358962161,1.8705002566045112,39929,40919,3024632.0,10,0.0,1
418,34479.071770047834,1.9931765414813107,54507,56423,19699680.0,11,0.0,1
419,37276.620094827886,1.9192665143786964,31109,31957,19699680.0,9,0.0,1
420,42643.199684954125,1.8008261073353644,33265,34136,19699680.0,11,0.0,1
421,38065.676700625976,2.05587351187949,57029,58883,19699680.0,10,0.0,1
423,35204.98270505203,2.090433385038031,51999,53509,19699680.0,10,0.0,1
424,38351.39964626453,1.8521372834848224,90350,93296,19699680.0,10,0.0,1
425,40025.56792451833,1.8917356471202154,94142,97733,19699680.0,10,0.0,1
426,37816.27919885733,1.9109704223958848,39556,40436,19699680.0,9,0.0,1
427,37141.131809836865,2.069791781425581,52944,54462,4104282.0,9,0.0,1
428,36258.769096245655,1.8097776375965935,31004,31705,4600044.0,9,0.0,1
429,37650.495080862056,1.9367077887248398,34565,35423,4600044.0,9,0.0,1
430,37159.11491437897,1.9002260850227939,26337,26981,3524678.04,9,0.0,1
431,32834.271916173304,1.820427857225904,31422,34404,24342000.0,10,0.0,1
432,37346.73116138092,1.8926334742445592,24910,25548,24342000.0,9,0.0,1
433,37335.59689107103,2.007707386616769,21895,22446,24342000.0,9,0.0,1
434,36571.85119943967,1.8759234362222623,69966,72149,24342000.0,10,0.0,1
435,33163.95364342734,1.8525295529688846,42729,44158,3524678.04,9,0.0,1
436,40063.48487482322,1.8526986766438025,14140,14433,24342000.0,9,0.0,1
437,90000.0,2.932648401826484,1,12264,90000.0,10,90000.0,1
438,38539.39252916224,1.9255208824361272,20746,21214,24342000.0,9,0.0,1
439,32822.016784907384,1.8539330688287046,22130,23188,5200000.0,10,0.0,1
440,38688.47306622834,1.8282065223678579,83937,86441,24342000.0,10,0.0,1
441,36765.246560214844,1.936542117393718,57710,59441,5558280.0,10,0.0,1
442,36777.05436132774,1.8904985513038266,19611,20018,3524678.04,10,0.0,1
443,38272.32661210039,1.844037887634618,75138,77070,23624172.0,10,0.0,1
444,39440.16329415936,1.924358168810697,87558,90717,24342000.0,10,0.0,1
445,38271.81177478098,1.8583947167894337,23062,23622,4600044.0,10,0.0,1
446,40787.621946587424,1.7865720111774035,64292,66205,5558280.0,10,0.0,1
447,36951.70389205243,1.8842116097159325,28625,29148,3730800.0,10,0.0,1
448,37187.75004947273,1.8918918918918919,20011,20461,4062864.0,10,0.0,1
449,38585.27713686035,1.8126647488595466,80520,83081,7056020.0,10,0.0,1
450,34508.41397306397,1.9752385978801072,22275,22737,3524678.04,9,0.0,1
451,39136.72632664145,2.0871273493195073,47869,49376,23624172.0,9,0.0,1
452,37717.230878550894,1.91659890811941,50128,51654,5688800.0,10,0.0,1
453,38137.93274052904,1.9041356060965766,20642,21061,3524678.04,9,0.0,1
454,36320.54024459101,2.1250109046497427,44278,45852,5200000.0,9,0.0,1
455,39098.46291727384,2.017743505278131,52148,53428,5558280.0,10,0.0,1
456,35536.08982399763,1.8541135204081634,48863,50176,5558280.0,10,0.0,1
457,35497.64739252284,1.8595032777053995,47103,48357,5558280.0,10,0.0,1
458,36903.62417666386,1.9298994974874373,23423,23880,3524678.04,12,0.0,1
459,36290.22507181426,2.05448117747948,54446,57139,23624172.0,10,0.0,1
462,37906.12800109452,1.89426399447132,25579,26046,23624172.0,12,0.0,1
463,37123.43036839011,2.109741650339454,42645,43894,23624172.0,10,0.0,1
464,35300.73079080295,1.7383225366518922,22964,23464,3097770.0,9,0.0,1
465,37559.68643768835,1.8775526689931499,60093,61896,23624172.0,9,0.0,1
466,36563.34913800058,2.0062749977779752,54478,56255,23624172.0,9,0.0,1
467,39762.11509769953,1.9480701450280233,66991,69228,23624172.0,10,0.0,1
468,37975.5524982717,1.78228672985782,23144,23632,5558280.0,10,0.0,1
469,41453.398140767145,1.882440629176519,37935,38908,23624172.0,12,0.0,1
471,37950.190682740824,1.8696540124939933,16258,16648,5558280.0,9,0.0,1
472,39448.26506221218,1.9207481162540365,14547,14864,3097770.0,9,0.0,1
473,38263.97711416869,1.8947358234952583,50294,51670,5553600.0,10,0.0,1
474,39530.07546415052,1.897399003873824,17699,18070,3097770.0,9,0.0,1
475,38724.025551359126,1.869360630103666,66989,69068,5609994.0,12,0.0,1
476,37493.82139266465,2.0456785878037596,17068,17448,5558280.0,9,0.0,1
477,39076.55484297521,1.9093941676530721,18150,18586,2095000.0,12,0.0,1
478,39799.72357609411,1.8844432605221098,18372,18770,2028000.0,9,0.0,1
479,38085.021277992506,1.9330892942870859,16299,16664,1664000.0,9,0.0,1
480,37012.24750675489,1.9462765761450311,52554,54278,5553600.0,20,0.0,1
481,39340.57169533349,1.8379495853595509,82674,85134,5609994.0,10,0.0,1
483,38643.07612290139,2.028393259917739,22099,22611,3044964.0,9,0.0,1
484,38819.72681764328,2.0820770220062874,54026,55984,22902000.0,9,0.0,1
485,39780.84579810648,1.7791146449622348,87244,90427,5609994.0,10,0.0,1
486,37750.22381352713,2.035143431777284,18437,18894,3532828.0,8,0.0,1
487,37579.645173923614,2.070887162129952,20555,20977,3532828.0,9,0.0,1
489,38975.94666764256,1.7122895260638011,71721,74356,5609994.0,9,0.0,1
490,38757.83536158246,1.8826789107029767,18502,18948,5553600.0,8,0.0,1
491,38186.84153613831,1.781041388518024,24171,24717,5553600.0,8,0.0,1
492,38136.62145288847,1.7982478308482857,23264,23742,5553600.0,8,0.0,1
493,36841.67433943489,2.1067193675889326,52281,53636,7056020.0,9,0.0,1
494,38370.45184876358,1.6438482648952268,38139,38989,5553600.0,8,0.0,1
495,38515.72641033274,1.8666768362443749,63836,65555,7056020.0,10,0.0,1
496,36341.41313110531,2.0426545035336576,19450,19951,3532828.0,8,0.0,1
497,40152.662323507866,1.8845936649725346,19066,19479,5553600.0,8,0.0,1
498,40187.944291929285,1.8883301448483192,17929,18295,5553600.0,8,0.0,1
