Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,0,659,1.0,1,24515,30100,,,,,,,,,,,,,,,,32312.0,1/6/14,2014,,
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,0,802,3.0,1,29418,36120,,,,,,,,,,,,,,,,32312.0,1/6/14,2014,,
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,1,709,2.0,1,26298,30100,2.0,26298.0,34400.0,,,,,,,,,,,,,32312.0,1/6/14,2014,,
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,1,863,12.0,1,31578,36120,2.0,31578.0,41280.0,,,,,,,,,,,,,32312.0,1/6/14,2014,,
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,2,1044,23.0,2,37852,41280,3.0,37852.0,46440.0,4.0,37852.0,51540.0,,,,,,,,,,32312.0,1/6/14,2014,,
82,Rufus King Apartments,148-15,90 AVE,4,New Construction,HPD,3,1199,5.0,3,43749,46440,4.0,43749.0,51540.0,5.0,43749.0,55680.0,6.0,43749.0,59820.0,,,,,,,32312.0,1/6/14,2014,,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,0,500,1.0,1,19406,29400,,,,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,0,1012,3.0,1,36960,52920,,,,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,0,1250,3.0,1,45120,94080,,,,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,1,516,3.0,1,20023,23520,2.0,20023.0,26880.0,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,1,640,11.0,1,24275,29400,2.0,24275.0,33600.0,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,1,1294,28.0,1,46698,52920,2.0,46698.0,60480.0,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,1,1450,30.0,1,52046,107520,2.0,52046.0,107520.0,,,,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,2,774,5.0,2,28938,33600,3.0,28938.0,37800.0,4.0,28938.0,41950.0,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,2,1565,6.0,2,56058,60480,3.0,56058.0,68040.0,4.0,56058.0,75510.0,,,,,,,,,,38256.0,1/24/14,2014,2/19/15,
83,Norman Towers,90-14,161 STREET,4,New Construction,HDC,2,1700,10.0,1,60686,107520,2.0,60686.0,120960.0,3.0,60686.0,134240.0,4.0,60686.0,134240.0,,,,,,,38256.0,1/24/14,2014,2/19/15,
84,2017 Morris Avenue,2017,MORRIS AVENUE,2,New Construction,HPD,1,851,4.0,1,30892,35280,2.0,30892.0,40320.0,,,,,,,,,,,,,32312.0,1/30/14,2014,,
84,2017 Morris Avenue,2017,MORRIS AVENUE,2,New Construction,HPD,2,1032,6.0,2,37166,40320,3.0,37166.0,45360.0,4.0,37166.0,50340.0,,,,,,,,,,32312.0,1/30/14,2014,,
84,2017 Morris Avenue,2017,MORRIS AVENUE,2,New Construction,HPD,3,1186,9.0,3,42789,45360,4.0,42789.0,50340.0,5.0,42789.0,54520.0,6.0,42789.0,58440.0,,,,,,,32312.0,1/30/14,2014,,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,0,785,24.0,1,28595,35280,,,,,,,,,,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,0,939,1.0,1,33875,58800,,,,,,,,,,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,1,844,49.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,1,1187,5.0,1,42412,67200,2.0,42412.0,67200.0,,,,,,,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,2,1022,59.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,2,1400,11.0,1,49783,58800,2.0,49783.0,67200.0,3.0,49783.0,75600.0,4.0,49783.0,75600.0,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,3,1175,6.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,34532.0,2/5/14,2014,8/26/15,
85,Morris Court Apartments,253,EAST 142 STREET,2,New Construction,HDC,3,1649,3.0,2,58663,67200,3.0,58663.0,75600.0,4.0,58663.0,83900.0,5.0,58663.0,90700.0,6.0,58663.0,90700.0,,,,34532.0,2/5/14,2014,8/26/15,
86,The Roosevelt,40-07,73 STREET,4,New Construction,HPD,1,860,1.0,1,29486,41280,2.0,29486.0,41280.0,,,,,,,,,,,,,18631.0,2/4/14,2014,9/8/14,
86,The Roosevelt,40-07,73 STREET,4,New Construction,HPD,2,1146,1.0,2,39292,51540,3.0,39292.0,51540.0,4.0,39292.0,51540.0,,,,,,,,,,18631.0,2/4/14,2014,9/8/14,
86,The Roosevelt,40-07,73 STREET,4,New Construction,HPD,2,1161,1.0,2,39806,51540,3.0,39806.0,51540.0,4.0,39806.0,51540.0,,,,,,,,,,18631.0,2/4/14,2014,9/8/14,
86,The Roosevelt,40-07,73 STREET,4,New Construction,HPD,2,1171,3.0,2,40149,51540,3.0,40149.0,51540.0,4.0,40149.0,51540.0,,,,,,,,,,18631.0,2/4/14,2014,9/8/14,
88,Utica Place Residential,1339,LINCOLN PLACE,3,New Construction,HDC,0,494,18.0,1,18618,23520,,,,,,,,,,,,,,,,38282.0,3/14/14,2014,12/24/14,
88,Utica Place Residential,1339,LINCOLN PLACE,3,New Construction,HDC,0,785,5.0,1,28595,35280,,,,,,,,,,,,,,,,38282.0,3/14/14,2014,12/24/14,
88,Utica Place Residential,1339,LINCOLN PLACE,3,New Construction,HDC,1,844,25.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,38282.0,3/14/14,2014,12/24/14,
88,Utica Place Residential,1339,LINCOLN PLACE,3,New Construction,HDC,2,1022,23.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,38282.0,3/14/14,2014,12/24/14,
88,Utica Place Residential,1339,LINCOLN PLACE,3,New Construction,HDC,3,1175,7.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,38282.0,3/14/14,2014,12/24/14,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,0,491,9.0,1,19637,23520,,,,,,,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,0,635,3.0,1,24873,29400,,,,,,,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,1,528,7.0,1,21019,23520,2.0,21019.0,26880.0,,,,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,1,682,3.0,1,26619,29400,2.0,26619.0,33600.0,,,,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,1,835,26.0,1,32182,35280,2.0,32182.0,40320.0,,,,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,2,643,2.0,2,25273,26880,3.0,25273.0,30240.0,4.0,25273.0,33560.0,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,2,1011,41.0,2,38655,40320,3.0,38655.0,45360.0,4.0,38655.0,50340.0,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,3,950,1.0,4,36800,41950,5.0,36800.0,45350.0,6.0,36800.0,48700.0,,,,,,,,,,56692.0,3/6/14,2014,,
89,Harlem West 117,24,WEST 117 STREET,1,New Construction,HPD,3,1163,7.0,4,44546,50340,5.0,44546.0,54420.0,6.0,44546.0,58440.0,,,,,,,,,,56692.0,3/6/14,2014,,
90,Knickerbocker Commons,803,KNICKERBOCKER AVENUE,3,New Construction,HPD,1,689,1.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,23493.0,3/12/14,2014,,
90,Knickerbocker Commons,803,KNICKERBOCKER AVENUE,3,New Construction,HPD,1,844,2.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,23493.0,3/12/14,2014,,
90,Knickerbocker Commons,803,KNICKERBOCKER AVENUE,3,New Construction,HPD,2,835,4.0,2,30412,33600,3.0,30412.0,37800.0,4.0,30412.0,41950.0,,,,,,,,,,23493.0,3/12/14,2014,,
90,Knickerbocker Commons,803,KNICKERBOCKER AVENUE,3,New Construction,HPD,2,1022,7.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,23493.0,3/12/14,2014,,
90,Knickerbocker Commons,803,KNICKERBOCKER AVENUE,3,New Construction,HPD,3,1175,3.0,4,42412,50340,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,,,,23493.0,3/12/14,2014,,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,0,494,1.0,1,18618,23520,,,,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,0,785,1.0,1,28595,35280,,,,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,0,939,5.0,1,33875,58800,,,,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,1,533,5.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,1,844,6.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,1,1187,31.0,1,42412,58800,2.0,42412.0,58800.0,,,,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,2,648,7.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,2,1022,11.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,2,1434,51.0,1,50949,67200,2.0,50949.0,75600.0,3.0,50949.0,83900.0,4.0,50949.0,83900.0,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,3,1175,2.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,42909.0,3/14/14,2014,3/21/16,
91,Crossroads Plaza III,535,UNION AVENUE,2,New Construction,HDC,3,1649,5.0,2,58663,75600,3.0,58663.0,83900.0,4.0,58663.0,83900.0,5.0,58663.0,97400.0,6.0,58663.0,97400.0,,,,42909.0,3/14/14,2014,3/21/16,
92,The Stack,4857,BROADWAY,1,New Construction,HPD,1,909,3.0,1,31166,40320,2.0,31166.0,40320.0,,,,,,,,,,,,,25785.0,3/14/14,2014,12/12/14,
92,The Stack,4857,BROADWAY,1,New Construction,HPD,2,1060,3.0,2,36343,50340,3.0,36343.0,50340.0,4.0,36343.0,50340.0,,,,,,,,,,25785.0,3/14/14,2014,12/12/14,
93,1070 Washington Avenue,1070,WASHINGTON AVENUE,2,New Construction,HPD,0,785,6.0,1,28595,35280,,,,,,,,,,,,,,,,16604.0,4/7/14,2014,,
93,1070 Washington Avenue,1070,WASHINGTON AVENUE,2,New Construction,HPD,1,844,6.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,16604.0,4/7/14,2014,,
93,1070 Washington Avenue,1070,WASHINGTON AVENUE,2,New Construction,HPD,2,1022,2.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,16604.0,4/7/14,2014,,
93,1070 Washington Avenue,1070,WASHINGTON AVENUE,2,New Construction,HPD,3,1175,3.0,4,42412,50340,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,,,,16604.0,4/7/14,2014,,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,0,494,1.0,1,18618,23520,,,,,,,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,1,532,3.0,1,19955,23520,2.0,19955.0,26880.0,,,,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,1,690,18.0,1,25372,29400,2.0,25372.0,33600.0,,,,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,1,1997,33.0,1,70183,117600,2.0,70183.0,117600.0,,,,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,2,647,3.0,2,23966,26880,3.0,23966.0,30240.0,4.0,23966.0,33560.0,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,2,836,19.0,2,30446,33600,3.0,30446.0,37800.0,4.0,30446.0,41950.0,,,,,,,,,,58832.0,5/16/14,2014,4/29/15,
94,1133 Manhattan Avenue,1133,MANHATTAN AVENUE,3,New Construction,HDC,2,2405,28.0,1,84240,117600,2.0,84240.0,132300.0,3.0,84240.0,146825.0,4.0,84240.0,146825.0,,,,,,,58832.0,5/16/14,2014,4/29/15,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,0,494,1.0,1,18618,23520,,,,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,0,640,6.0,1,23623,29400,,,,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,0,1589,29.0,1,56160,102900,,,,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,16.0
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,1,533,1.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,1,689,2.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,1,1997,11.0,1,70183,117600,2.0,70183.0,117600.0,,,,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,2,648,1.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,2,835,8.0,2,30412,33600,3.0,30412.0,37800.0,4.0,30412.0,41950.0,,,,,,,,,,51124.0,5/22/14,2014,3/28/16,
95,Elliot J Hobbs Gardens,482,FRANKLIN AVENUE,3,New Construction,HDC,2,2405,33.0,1,84240,117600,2.0,84240.0,132300.0,3.0,84240.0,146825.0,4.0,84240.0,146825.0,,,,,,,51124.0,5/22/14,2014,3/28/16,23.0
97,3825 and 3827 Third Avenue,3825,3 AVENUE,2,New Construction,HPD,1,891,2.0,1,32400,40320,2.0,32400.0,40320.0,,,,,,,,,,,,,24331.0,5/19/14,2014,2/5/18,
102,1690 Nelson Ave,1690,NELSON AVENUE,2,New Construction,HPD,1,1274,3.0,1,50960,53700,2.0,50960.0,53700.0,,,,,,,,,,,,,19627.0,8/14/14,2014,7/27/15,
102,1690 Nelson Ave,1690,NELSON AVENUE,2,New Construction,HPD,2,1434,4.0,2,57360,67100,3.0,57360.0,67100.0,4.0,57360.0,67100.0,,,,,,,,,,19627.0,8/14/14,2014,7/27/15,
107,2311 Tiebout Avenue,2311,TIEBOUT AVENUE,2,New Construction,HPD,1,533,2.0,1,18274,23520,2.0,18274.0,26880.0,,,,,,,,,,,,,53082.0,9/8/14,2014,4/1/16,
107,2311 Tiebout Avenue,2311,TIEBOUT AVENUE,2,New Construction,HPD,1,845,6.0,1,28971,35280,2.0,28971.0,40320.0,,,,,,,,,,,,,53082.0,9/8/14,2014,4/1/16,
107,2311 Tiebout Avenue,2311,TIEBOUT AVENUE,2,New Construction,HPD,2,651,2.0,2,22320,26880,3.0,22320.0,30240.0,4.0,22320.0,33560.0,,,,,,,,,,53082.0,9/8/14,2014,4/1/16,
107,2311 Tiebout Avenue,2311,TIEBOUT AVENUE,2,New Construction,HPD,2,1024,10.0,2,35109,40320,3.0,35109.0,45360.0,4.0,35109.0,50340.0,,,,,,,,,,53082.0,9/8/14,2014,4/1/16,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,0,494,5.0,1,18618,23520,,,,,,,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,0,785,13.0,1,28595,35280,,,,,,,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,1,533,8.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,1,844,33.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,2,648,4.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,2,1022,21.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,3,743,1.0,3,27600,30240,4.0,27600.0,33560.0,5.0,27600.0,36280.0,6.0,27600.0,38960.0,,,,,,,78632.0,9/18/14,2014,10/27/15,
108,Yomo Toro Apartments,222,EAST 104 STREET,1,New Construction,HDC,3,1175,3.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,78632.0,9/18/14,2014,10/27/15,
109,BRADHURST CORNERSTONE PHASE II,274,WEST 117 STREET,1,New Construction,HPD,1,689,2.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,62719.0,9/11/14,2014,12/31/14,
109,BRADHURST CORNERSTONE PHASE II,274,WEST 117 STREET,1,New Construction,HPD,1,844,9.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,62719.0,9/11/14,2014,12/31/14,
109,BRADHURST CORNERSTONE PHASE II,274,WEST 117 STREET,1,New Construction,HPD,2,1022,9.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,62719.0,9/11/14,2014,12/31/14,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,0,494,8.0,1,18618,23520,,,,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,0,640,45.0,1,23623,29400,,,,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,0,1561,103.0,1,55200,97020,,,,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,0,1698,66.0,1,59898,97020,,,,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,0,1997,43.0,1,70149,135240,,,,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,1,533,10.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,1,689,48.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,1,1965,8.0,1,69086,97020,2.0,69086.0,110880.0,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,1,2167,135.0,1,76012,97020,2.0,76012.0,110880.0,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,1,2509,86.0,1,87738,135240,2.0,87738.0,154560.0,,,,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,2,648,10.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,2,835,53.0,2,30412,33600,3.0,30412.0,37800.0,4.0,30412.0,41950.0,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,2,2366,63.0,2,82903,110880,3.0,82903.0,124740.0,4.0,82903.0,138435.0,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,2,2684,36.0,2,93806,110880,3.0,93806.0,124740.0,4.0,93806.0,138435.0,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,2,3300,153.0,2,114926,154560,3.0,114926.0,173880.0,4.0,114926.0,192970.0,,,,,,,,,,92924.0,10/15/14,2014,3/18/16,2.0
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,3,743,3.0,3,27600,30240,4.0,27600.0,33560.0,5.0,27600.0,36280.0,6.0,27600.0,38960.0,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,3,959,9.0,3,35006,37800,4.0,35006.0,41950.0,5.0,35006.0,45350.0,6.0,35006.0,48700.0,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,3,2729,12.0,3,95692,124740,4.0,95692.0,138435.0,5.0,95692.0,149655.0,6.0,95692.0,160710.0,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,3,3160,7.0,3,110469,124740,4.0,110469.0,138435.0,5.0,110469.0,149655.0,6.0,110469.0,160710.0,,,,,,,92924.0,10/15/14,2014,3/18/16,
111,Hunters Point South Living,Jan-55,BORDEN AVENUE,4,New Construction,HDC,3,4346,26.0,3,151132,173880,4.0,151132.0,192970.0,5.0,151132.0,208610.0,6.0,151132.0,224020.0,,,,,,,92924.0,10/15/14,2014,3/18/16,3.0
114,2999 Webster Ave,2999,WEBSTER AVENUE,2,New Construction,HPD,1,1275,3.0,1,43715,47000,2.0,43715.0,53700.0,,,,,,,,,,,,,25025.0,10/15/14,2014,8/31/15,
114,2999 Webster Ave,2999,WEBSTER AVENUE,2,New Construction,HPD,2,1435,4.0,2,49200,53700,3.0,49200.0,60400.0,4.0,49200.0,67100.0,,,,,,,,,,25025.0,10/15/14,2014,8/31/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,0,640,1.0,1,23623,29400,,,,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,0,785,1.0,1,28595,35280,,,,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,0,1075,1.0,1,38538,47000,,,,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,1,689,4.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,1,844,4.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,1,1155,4.0,1,41315,47000,2.0,41315.0,53700.0,,,,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,2,835,10.0,2,30412,33600,3.0,30412.0,37800.0,4.0,30412.0,41950.0,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,2,1022,9.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
115,59 Frost Street,59,FROST STREET,3,New Construction,HPD,2,1395,4.0,2,49612,53700,3.0,49612.0,60400.0,4.0,49612.0,67100.0,,,,,,,,,,80185.0,10/22/14,2014,7/1/15,
116,2985 and 2987 Webster Ave,2985,WEBSTER AVENUE,2,New Construction,HPD,1,1274,8.0,1,43715,47000,2.0,43715.0,53700.0,,,,,,,,,,,,,22248.0,10/24/14,2014,8/31/15,
