Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,580,1.0,1,19886,26720,,,,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,613,6.0,1,22903,29240,,,,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,947,1.0,1,34354,43860,,,,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,963,3.0,1,34971,43860,2.0,34971.0,50100.0,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,1017,3.0,1,36823,43860,2.0,36823.0,50100.0,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,2270,4.0,1,79783,95030,2.0,79783.0,108550.0,,,,,,,,,,,,,38989.0,5/10/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,0,867,21.0,1,31612,43860,,,,,,,,,,,,,,,,65555.0,5/9/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,1,931,8.0,1,33875,43860,2.0,33875.0,50100.0,,,,,,,,,,,,,65555.0,5/9/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,2,1123,8.0,2,40492,50100,3.0,40492.0,56340.0,4.0,40492.0,62580.0,,,,,,,,,,65555.0,5/9/18,2018,STILL IN PROGRESS,
496,3190 Riverdale Avenue,3190,RIVERDALE AVENUE,2,New Construction,HPD,2,2425,4.0,2,83143,100200,3.0,83143.0,112680.0,4.0,83143.0,125160.0,,,,,,,,,,19951.0,5/11/18,2018,STILL IN PROGRESS,
497,56 Box Street Apartments,56,BOX STREET,3,New Construction,HPD,1,2253,3.0,1,77246,95030,2.0,77246.0,108550.0,,,,,,,,,,,,,19479.0,5/15/18,2018,STILL IN PROGRESS,
497,56 Box Street Apartments,56,BOX STREET,3,New Construction,HPD,2,2716,3.0,2,93120,108550,3.0,93120.0,122070.0,4.0,93120.0,135590.0,,,,,,,,,,19479.0,5/15/18,2018,STILL IN PROGRESS,
498,Gloria Linden,359,LINDEN STREET,3,New Construction,HPD,1,1950,2.0,1,66858,95030,2.0,66858.0,108550.0,,,,,,,,,,,,,18295.0,5/14/18,2018,STILL IN PROGRESS,
498,Gloria Linden,359,LINDEN STREET,3,New Construction,HPD,2,2390,2.0,2,81943,108550,3.0,81943.0,122070.0,4.0,81943.0,135590.0,,,,,,,,,,18295.0,5/14/18,2018,STILL IN PROGRESS,
499,321 Wythe Avenue,321,WYTHE AVENUE,3,New Construction,HPD,1,1999,17.0,1,68538,95030,2.0,68538.0,108550.0,,,,,,,,,,,,,40117.0,5/16/18,2018,STILL IN PROGRESS,
499,321 Wythe Avenue,321,WYTHE AVENUE,3,New Construction,HPD,2,2399,22.0,2,82252,108550,3.0,82252.0,122070.0,4.0,82252.0,135590.0,,,,,,,,,,40117.0,5/16/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,0,1807,6.0,1,61955,95030,,,,,,,,,,,,,,,,36999.0,5/17/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,1,2270,6.0,1,77829,95030,2.0,77829.0,108550.0,,,,,,,,,,,,,36999.0,5/17/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,2,2733,15.0,2,93709,108550,3.0,93709.0,122070.0,4.0,93709.0,135590.0,,,,,,,,,,36999.0,5/17/18,2018,STILL IN PROGRESS,
501,1544 Nostrand Avenue,1544,NOSTRAND AVENUE,3,New Construction,HPD,1,1733,1.0,1,59418,95030,2.0,59418.0,108550.0,,,,,,,,,,,,,20495.0,5/18/18,2018,STILL IN PROGRESS,
501,1544 Nostrand Avenue,1544,NOSTRAND AVENUE,3,New Construction,HPD,2,2089,2.0,2,71623,108550,3.0,71623.0,122070.0,4.0,71623.0,135590.0,,,,,,,,,,20495.0,5/18/18,2018,STILL IN PROGRESS,
502,951 Madison Street Apartments,951,MADISON STREET,3,New Construction,HPD,1,2150,6.0,1,73715,95030,2.0,73715.0,108550.0,,,,,,,,,,,,,17593.0,5/21/18,2018,STILL IN PROGRESS,
502,951 Madison Street Apartments,951,MADISON STREET,3,New Construction,HPD,2,2600,6.0,2,89143,108550,3.0,89143.0,122070.0,4.0,89143.0,135590.0,,,,,,,,,,17593.0,5/21/18,2018,STILL IN PROGRESS,
503,The Frederick Olmstead,564,ST. JOHN PLACE,3,New Construction,HPD,1,1080,30.0,1,37029,43860,2.0,37029.0,50100.0,,,,,,,,,,,,,48936.0,5/23/18,2018,STILL IN PROGRESS,
503,The Frederick Olmstead,564,ST. JOHN PLACE,3,New Construction,HPD,2,1223,10.0,2,41932,50100,3.0,41932.0,56340.0,4.0,41932.0,62580.0,,,,,,,,,,48936.0,5/23/18,2018,STILL IN PROGRESS,
504,806 St Johns Place,806,ST JOHNS PLACE,3,New Construction,HPD,1,2153,4.0,1,73817,95030,2.0,73817.0,108550.0,,,,,,,,,,,,,18076.0,5/22/18,2018,STILL IN PROGRESS,
504,806 St Johns Place,806,ST JOHNS PLACE,3,New Construction,HPD,2,2347,4.0,2,80469,108550,3.0,80469.0,122070.0,4.0,80469.0,135590.0,,,,,,,,,,18076.0,5/22/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,0,2098,23.0,1,71932,95030,,,,,,,,,,,,,,,,37841.0,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,1,2251,26.0,1,77178,95030,2.0,77178.0,108550.0,,,,,,,,,,,,,37841.0,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,2,2714,6.0,2,93052,108550,3.0,93052.0,122070.0,4.0,93052.0,135590.0,,,,,,,,,,37841.0,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,3,3131,4.0,3,107349,122070,4.0,107349.0,135590.0,5.0,107349.0,146510.0,6.0,107349.0,157300.0,,,,,,,37841.0,5/24/18,2018,STILL IN PROGRESS,
506,233 Buffalo Avenue,1611,STERLING PLACE,3,New Construction,HPD,3,2700,3.0,3,92572,122070,4.0,92572.0,135590.0,5.0,92572.0,146510.0,6.0,92572.0,157300.0,,,,,,,15717.0,5/25/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,0,1100,1.0,1,37715,95030,2.0,37715.0,108550.0,,,,,,,,,,,,,20294.0,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,1,1300,5.0,1,44572,95030,2.0,44572.0,108550.0,3.0,44572.0,122070.0,,,,,,,,,,20294.0,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,1,1350,1.0,1,46286,95030,2.0,46286.0,108550.0,3.0,46286.0,122070.0,,,,,,,,,,20294.0,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,2,1500,5.0,2,51429,108550,3.0,51429.0,122070.0,4.0,51429.0,135590.0,5.0,51429.0,146510.0,,,,,,,20294.0,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,2,1600,1.0,2,54858,108550,3.0,54858.0,122070.0,4.0,54858.0,135590.0,5.0,54858.0,146510.0,,,,,,,20294.0,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,0,856,4.0,1,29349,43860,,,,,,,,,,,,,,,,32133.0,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,1,985,5.0,1,33772,43860,2.0,33772.0,50100.0,,,,,,,,,,,,,32133.0,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,2,1114,3.0,2,38195,50100,3.0,38195.0,56340.0,4.0,38195.0,62580.0,,,,,,,,,,32133.0,5/29/18,2018,STILL IN PROGRESS,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,0,1200,1.0,1,41143,95030,,,,,,,,,,,,,,,,18892.0,5/31/18,2018,,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,1,1500,1.0,1,51429,95030,2.0,51429.0,108550.0,,,,,,,,,,,,,18892.0,5/31/18,2018,,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,2,1800,1.0,2,61715,108550,3.0,61715.0,122070.0,4.0,61715.0,135590.0,,,,,,,,,,18892.0,5/31/18,2018,,
511,1068 Fulton Street Apartments,1068,FULTON STREET,3,New Construction,HPD,1,1744,6.0,1,59795,95375,2.0,59795.0,108550.0,,,,,,,,,,,,,20438.0,6/6/18,2018,STILL IN PROGRESS,
511,1068 Fulton Street Apartments,1068,FULTON STREET,3,New Construction,HPD,2,2099,7.0,2,71966,108550,3.0,71966.0,122070.0,4.0,71966.0,135590.0,,,,,,,,,,20438.0,6/6/18,2018,STILL IN PROGRESS,
512,1164 and 1168 Greene Avenue,1164,GREENE AVENUE,3,New Construction,HPD,1,985,2.0,1,33772,43860,2.0,33772.0,50100.0,,,,,,,,,,,,,26297.0,6/7/18,2018,STILL IN PROGRESS,
512,1164 and 1168 Greene Avenue,1164,GREENE AVENUE,3,New Construction,HPD,2,1114,2.0,2,38195,50100,3.0,38195.0,56340.0,4.0,38195.0,62580.0,,,,,,,,,,26297.0,6/7/18,2018,STILL IN PROGRESS,
513,1779 Weeks Avenue Apartments,1779,WEEKS AVENUE,2,New Construction,HPD,0,1100,1.0,1,37715,95030,2.0,37715.0,108550.0,,,,,,,,,,,,,18858.0,6/8/18,2018,STILL IN PROGRESS,
513,1779 Weeks Avenue Apartments,1779,WEEKS AVENUE,2,New Construction,HPD,1,1300,2.0,1,44572,95030,2.0,44572.0,108550.0,3.0,44572.0,122070.0,,,,,,,,,,18858.0,6/8/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,0,1480,2.0,1,50743,95030,,,,,,,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,1,1685,2.0,1,57771,95030,2.0,57771.0,108550.0,,,,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,1,1881,6.0,1,64491,95030,2.0,64491.0,108550.0,,,,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2270,1.0,2,77289,108550,3.0,77829.0,122070.0,4.0,77829.0,135590.0,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2387,4.0,2,81840,108550,3.0,81840.0,122070.0,4.0,81840.0,135590.0,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2595,4.0,2,85886,108550,3.0,85886.0,122070.0,4.0,85886.0,135590.0,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2622,2.0,2,89897,108550,3.0,89897.0,122070.0,4.0,89897.0,135590.0,,,,,,,,,,37721.0,6/11/18,2018,STILL IN PROGRESS,
515,168-05 Depot Road Apartments,168-05,DEPOT ROAD,4,New Construction,HPD,1,1700,1.0,1,58286,95030,2.0,58286.0,108550.0,,,,,,,,,,,,,17178.0,6/12/18,2018,STILL IN PROGRESS,
515,168-05 Depot Road Apartments,168-05,DEPOT ROAD,4,New Construction,HPD,2,1950,2.0,2,66858,108550,3.0,66858.0,122070.0,4.0,66858.0,135590.0,,,,,,,,,,17178.0,6/12/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,565,24.0,1,21257,29240,,,,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,613,1.0,1,22903,29240,,,,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,2116,6.0,1,74435,95030,,,,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,607,1.0,1,22766,29240,2.0,22766.0,33400.0,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,931,13.0,1,36823,43860,2.0,36823.0,50100.0,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,2270,4.0,1,79783,95030,2.0,79783.0,108550.0,,,,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,2,1123,13.0,2,40492,50100,3.0,40492.0,56340.0,4.0,40492.0,62580.0,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,2,2733,3.0,2,95692,108550,3.0,95692.0,122070.0,4.0,95692.0,135590.0,,,,,,,,,,80880.0,6/13/18,2018,STILL IN PROGRESS,
518,CRYSTAL TOWERS,1355,ROGERS AVENUE,3,New Construction,HDC,3,1279,7.0,3,43852,56340,4.0,43852.0,62580.0,5.0,43852.0,67620.0,6.0,43852.0,72600.0,,,,,,,20354.0,6/15/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,702,1.0,1,26400,36550,,,,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,860,10.0,1,31818,43860,,,,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,1044,4.0,1,38126,58480,,,,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,753,1.0,1,28286,36550,2.0,28286.0,41750.0,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,923,30.0,1,34115,43860,2.0,34115.0,50100.0,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,1314,9.0,1,47520,58480,2.0,47520.0,66800.0,,,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,910,2.0,2,33806,41750,3.0,33806.0,46950.0,4.0,33806.0,52150.0,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,1114,25.0,2,40800,50100,3.0,40800.0,56340.0,4.0,40800.0,62580.0,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,1584,8.0,2,56915,66800,3.0,56915.0,75120.0,4.0,56915.0,,,,,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,3,1045,1.0,3,39086,46950,4.0,39806.0,52150.0,5.0,39806.0,56350.0,6.0,39806.0,60500.0,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,3,1281,14.0,3,47178,56340,4.0,47178.0,62580.0,5.0,47178.0,67620.0,6.0,47178.0,72600.0,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,3,1823,2.0,3,65760,75120,4.0,65760.0,83440.0,5.0,65760.0,90160.0,6.0,65760.0,96800.0,,,,,,,63371.0,6/18/18,2018,STILL IN PROGRESS,
520,577 West 161st Street,577,WEST 161 STREET,1,New Construction,HPD,1,1650,4.0,1,56572,95030,2.0,56572.0,108550.0,,,,,,,,,,,,,22039.0,6/14/18,2018,STILL IN PROGRESS,
520,577 West 161st Street,577,WEST 161 STREET,1,New Construction,HPD,1,1800,2.0,1,61715,95030,2.0,61715.0,108550.0,,,,,,,,,,,,,22039.0,6/14/18,2018,STILL IN PROGRESS,
521,94 South 4 Street,94,SOUTH 4 STREET,3,New Construction,HPD,1,923,2.0,1,31646,43860,2.0,31646.0,50100.0,,,,,,,,,,,,,27527.0,6/21/18,2018,10/24/18,
522,88 Hart Street,88,HART STREET,3,New Construction,HPD,1,985,2.0,1,33772,43860,2.0,33772.0,50100.0,,,,,,,,,,,,,23064.0,6/22/18,2018,10/15/18,
523,89-15 138th Street,89-15,138 STREET,4,New Construction,HPD,1,1418,1.0,1,48618,58840,2.0,48618.0,66800.0,,,,,,,,,,,,,,6/25/18,2018,,
523,89-15 138th Street,89-15,138 STREET,4,New Construction,HPD,2,1599,1.0,2,54823,66800,3.0,54823.0,75120.0,4.0,54823.0,83440.0,,,,,,,,,,,6/25/18,2018,,
524,1511 Bedford Avenue Apartments,1511,BEDFORD AVENUE,3,New Construction,HPD,0,816,8.0,1,30480,43860,,,,,,,,,,,,,,,,61916.0,6/26/18,2018,STILL IN PROGRESS,
524,1511 Bedford Avenue Apartments,1511,BEDFORD AVENUE,3,New Construction,HPD,1,877,7.0,1,32675,43860,2.0,32675.0,50100.0,,,,,,,,,,,,,61916.0,6/26/18,2018,STILL IN PROGRESS,
524,1511 Bedford Avenue Apartments,1511,BEDFORD AVENUE,3,New Construction,HPD,2,1064,14.0,2,39120,50100,3.0,39120.0,56340.0,4.0,39120.0,62580.0,,,,,,,,,,61916.0,6/26/18,2018,STILL IN PROGRESS,
534,916 Bergen Apartments,916,BERGEN STREET,3,New Construction,HPD,0,1769,1.0,1,60652,95030,,,,,,,,,,,,,,,,17895.0,6/27/18,2018,,
534,916 Bergen Apartments,916,BERGEN STREET,3,New Construction,HPD,3,2635,3.0,3,90343,122070,4.0,90343.0,135590.0,5.0,90343.0,146510.0,6.0,90343.0,157300.0,,,,,,,17895.0,6/27/18,2018,,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,0,548,6.0,1,20675,29240,,,,,,,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,0,1049,7.0,1,37852,73100,,,,,,,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,1,589,52.0,1,22149,29240,2.0,22149.0,33400.0,,,,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,1,1320,55.0,1,47212,73100,2.0,47212.0,83500.0,,,,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,2,713,20.0,2,26435,33400,3.0,26435.0,37560.0,4.0,26435.0,41720.0,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,2,1591,21.0,2,56538,83500,3.0,56538.0,93900.0,4.0,56538.0,104300.0,,,,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,3,817,14.0,3,30549,37560,4.0,30549.0,41720.0,5.0,30549.0,45080.0,6.0,30549.0,48400.0,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
536,The Hemlock and The Mulberry,960,SIMPSON STREET,2,New Construction,HDC,3,1831,16.0,3,65315,93900,4.0,65315.0,104300.0,5.0,65315.0,112700.0,6.0,65315.0,12100.0,,,,,,,66418.0,6/27/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,0,548,7.0,1,20675,29240,2.0,20675.0,33400.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,0,707,37.0,1,26126,36550,2.0,26126.0,41750.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,0,865,5.0,1,31543,43860,2.0,31543.0,50100.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,0,1049,5.0,1,37852,73100,2.0,37852.0,83500.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,0,1321,6.0,1,47178,95030,2.0,47178.0,108550.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,1,589,3.0,1,22149,29240,2.0,22149.0,33400.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,1,759,19.0,1,27978,36550,2.0,27978.0,41750.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,1,929,21.0,1,33806,43860,2.0,33806.0,50100.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,1,1320,22.0,1,47212,73100,2.0,47212.0,83500.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,1,1660,25.0,1,58869,95030,2.0,58869.0,108550.0,,,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,2,1121,17.0,2,40423,50100,3.0,40423.0,56340.0,4.0,40423.0,62580.0,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,2,1591,18.0,2,56538,83500,3.0,56538.0,93900.0,4.0,56538.0,104300.0,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,2,1999,21.0,2,70526,108550,3.0,70526.0,122070.0,4.0,70526.0,,,,,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,3,1289,8.0,3,46732,56340,4.0,46732.0,62580.0,5.0,46732.0,67620.0,6.0,46732.0,72600.0,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,3,1831,9.0,3,65315,93900,4.0,65315.0,104300.0,5.0,65315.0,112700.0,6.0,65315.0,121000.0,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
537,One Flushing,133-45,41 AVENUE,4,New Construction,HDC,3,2302,8.0,3,81463,122070,4.0,81463.0,135590.0,5.0,81463.0,146510.0,6.0,81463.0,157300.0,,,,,,,84112.0,6/28/18,2018,STILL IN PROGRESS,
538,37 Montrose Avenue,37,MONTROSE AVENUE,3,New Construction,HPD,1,2250,3.0,1,77143,95030,2.0,77143.0,108550.0,3.0,77143.0,122070.0,,,,,,,,,,19102.0,7/5/18,2018,,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,0,2013,2.0,1,69018,95030,,,,,,,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,1,1997,3.0,1,68469,95030,2.0,68469.0,108550.0,,,,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,1,1997,1.0,1,68469,95030,2.0,68469.0,108550.0,,,,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,1,2128,12.0,1,72960,95030,2.0,72960.0,108550.0,,,,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,2,2400,5.0,2,82286,108550,3.0,82286.0,122070.0,4.0,82286.0,135590.0,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
539,618 Bushwick Avenue Apartments,618,BUSHWICK AVENUE,3,New Construction,HPD,2,2564,7.0,2,87909,108550,3.0,87909.0,122070.0,4.0,87909.0,135590.0,,,,,,,,,,37947.0,7/6/18,2018,STILL IN PROGRESS,
541,516 West 162nd Street,516,WEST 162 STREET,1,New Construction,HPD,1,1705,5.0,1,58458,95030,2.0,58458.0,108550.0,3.0,58458.0,122070.0,,,,,,,,,,22768.0,7/5/18,2018,STILL IN PROGRESS,
541,516 West 162nd Street,516,WEST 162 STREET,1,New Construction,HPD,2,2055,1.0,2,70458,108550,3.0,70458.0,122070.0,4.0,70458.0,135590.0,5.0,70458.0,146510.0,,,,,,,22768.0,7/5/18,2018,STILL IN PROGRESS,
542,197 Freeman Street Apartments,197,FREEMAN STREET,3,New Construction,HPD,0,2100,1.0,1,72000,95030,2.0,72000.0,108550.0,,,,,,,,,,,,,19068.0,7/16/18,2018,STILL IN PROGRESS,
542,197 Freeman Street Apartments,197,FREEMAN STREET,3,New Construction,HPD,1,2255,2.0,1,77315,95030,2.0,77315.0,108550.0,3.0,77315.0,,,,,,,,,,,19068.0,7/16/18,2018,STILL IN PROGRESS,
